ADDRESS,ADMIN_DIST,ATS_CODE,BORO,BORONUM,City,FAX,GEO_DISTRI,GRADES,LOC_CODE,MANAGED_BY,PRINCIPAL,PRIN_PH,SCHOOLNAME,SCH_TYPE,STATE_CODE,ZIP,geometry,lat,lon,index_right,index,uhf34,mood1,mood2,mood3,mood4,mood5,mood6,agg_mood,nspd,Total Enrollment
120 EAST 184 STREET,10.0,10X363,X,2.0,BRONX,,10,"06,07,SE",X363,1.0,ANGELO LEDDA,718-935-4099,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Junior High-Intermediate-Middle,NY,10468,POINT (-73.90061974983188 40.85957695062376),40.8595769506,-73.9006197498,2.0,3.0,3.0,4.21193771626,4.18961038961,4.09083044983,4.48051948052,3.84761904762,4.59515570934,4.65086825766,2.61909560484,455.0
1640 BRONXDALE AVE,11.0,11X498,X,2.0,BRONX,718-409-3002,11,"0K,01,06,SE",X498,1.0,Carol Gilligan,718-409-3001,VAN NEST ACADEMY,K-8,NY,10462,POINT (-73.85808405335442 40.84501438134218),40.8450143813,-73.8580840534,3.0,4.0,4.0,4.33749025721,4.21996879875,4.21901792673,4.59236165238,4.04754481684,4.6539360873,6.77580488529,5.5515818544,626.0
1010 REV. J. A. POLITE AVENUE,12.0,12X446,X,2.0,BRONX,TBD,12,"09,10,11,12",X446,1.0,MARSHA VERNON,718-542-2700,SATELLITE ACADEMY HS AT BRONX REGIONAL HS,High school,NY,10459,POINT (-73.89859223892428 40.82328482426263),40.8232848243,-73.8985922389,33.0,34.0,34.0,4.48556149733,4.15865384615,4.30293333333,4.72266666667,4.24693333333,4.7856,8.86954244828,8.25758549935,192.0
60 EAST  94 STREET,17.0,17K770,K,3.0,BROOKLYN,TBD,17,"0K,01,SE",K770,1.0,Shimon Waronker,718 935-4200,P.S. 770 NEW AMERICAN ACADEMY,Elementary,NY,11212,POINT (-73.92821839063707 40.66427661282619),40.6642766128,-73.9282183906,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,303.0
415 89 STREET,20.0,20K264,K,3.0,BROOKLYN,718-630-1655,20,"0K,SE",K264,1.0,Patrice Edison,718-630-1650,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,Elementary,NY,11209,POINT (-74.02857947059066 40.62040789234126),40.6204078923,-74.0285794706,12.0,13.0,13.0,4.36958710977,4.27391742195,4.29305135952,4.63608870968,4.02527805865,4.74672048436,7.71822059233,5.40644744438,486.0
6214 4TH AVENUE,20.0,20K310,K,3.0,BROOKLYN,TBD,20,"PK,0K,01,SE",K310,1.0,Yuqing Hong,718 935-4369,P.S. 310,Elementary,NY,11220,POINT (-74.0203435721245 40.63951886547982),40.6395188655,-74.0203435721,8.0,9.0,9.0,4.31640625,4.345703125,4.2255859375,4.611328125,3.85239491691,4.677734375,6.66201453403,6.68647458268,451.0
1664 BENSON AVENUE,20.0,20K748,K,3.0,BROOKLYN,718-382-3140,20,"PK,0K,01,SE",K748,1.0,Ursula Annio,718-382-3130,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,Elementary,NY,11214,POINT (-74.00728032654976 40.60692956516974),40.6069295652,-74.0072803265,12.0,13.0,13.0,4.36958710977,4.27391742195,4.29305135952,4.63608870968,4.02527805865,4.74672048436,7.71822059233,5.40644744438,615.0
6214 4TH AVENUE,20.0,20K971,K,3.0,BROOKLYN,718-765-2205,20,"PK,0K,01,SE",K971,1.0,Ruth Stanislaus,718-765-2200,P.S. 971,Elementary,NY,11220,POINT (-74.0203435721245 40.63951886547982),40.6395188655,-74.0203435721,8.0,9.0,9.0,4.31640625,4.345703125,4.2255859375,4.611328125,3.85239491691,4.677734375,6.66201453403,6.68647458268,376.0
210 CHESTER STREET,23.0,23K671,K,3.0,BROOKLYN,TBD,23,"06,SE",K671,1.0,Nadia Lopez,718 935-4403,MOTT HALL BRIDGES MIDDLE SCHOOL,Junior High-Intermediate-Middle,NY,11212,POINT (-73.91107416307416 40.66622658945732),40.6662265895,-73.9110741631,6.0,7.0,7.0,4.52483443709,4.13824503311,4.2309602649,4.68046357616,4.15269709544,4.75993377483,8.13194010503,8.88302655385,207.0
70-02 54 AVENUE,24.0,24Q290,Q,4.0,QUEENS,718-898-0757,24,"0K,01,02,03,04,05,SE",Q290,1.0,Mieasia Harris,718-458-0183,P.S. 290,Elementary,NY,11378,POINT (-73.893200722386 40.72816421693943),40.7281642169,-73.8932007224,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,552.0
86-37 53RD AVENUE,24.0,24Q330,Q,4.0,QUEENS,718-457-0376,24,"0K,SE",Q330,1.0,Lashawnna Harris,718-457-0370,P.S. 330,Elementary,NY,11373,POINT (-73.87855790238534 40.73586697909623),40.7358669791,-73.8785579024,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,644.0
88-07 102ND STREET,27.0,27Q273,Q,4.0,QUEENS,TBD,27,"PK,0K,01,SE",Q273,1.0,Brenda Ward,718-286-8300,P.S. 273,Elementary,NY,11418,POINT (-73.84433511565341 40.69361376580182),40.6936137658,-73.8443351157,23.0,24.0,24.0,4.34565434565,4.09290709291,4.17482517483,4.59240759241,4.06693306693,4.66633366633,6.3441851542,6.24605159853,364.0
100-00 BEACH CHANNEL DRIVE,27.0,27Q324,Q,4.0,QUEENS,718-318-6176,27,"09,SE",Q324,1.0,Jennifer Connolly,718-318-6170,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,High school,NY,11694,POINT (-73.82432708733427 40.58609940429803),40.5860994043,-73.8243270873,26.0,27.0,27.0,4.51333872272,4.2253634895,4.35084882781,4.72940226171,4.24575586095,4.80371567044,9.39677054762,9.47083011807,365.0
91-30 METROPOLITAN AVENUE,28.0,28Q167,Q,4.0,QUEENS,718-286-3501,28,"06,07,SE",Q167,1.0,Damon McCord,718-286-3500,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,Secondary School,NY,11375,POINT (-73.85554326332675 40.70843092315263),40.7084309232,-73.8555432633,22.0,23.0,23.0,4.42921601805,4.10333145116,4.19480519481,4.63846587704,4.1467268623,4.71065989848,7.2556256364,7.52555986699,829.0
167-01 GOTHIC DRIVE,28.0,28Q325,Q,4.0,JAMAICA,718-658-1613,28,"09,SE",Q325,1.0,Matthew C. Ritter,718-658-1249,HILLSIDE ARTS & LETTERS ACADEMY,High school,NY,11432,POINT (-73.79810649610775 40.71431995747192),40.7143199575,-73.7981064961,24.0,25.0,25.0,4.3607118412,4.21599453178,4.24196855776,4.56322624744,4.15458276334,4.65550239234,7.1799933671,7.96273114203,474.0
167-01 GOTHIC DRIVE,28.0,28Q328,Q,4.0,JAMAICA,718-558-9807,28,"09,SE",Q328,1.0,Carlos Borrero,718-558-9801,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,High school,NY,11432,POINT (-73.79816079792299 40.71403985958649),40.7140398596,-73.7981607979,24.0,25.0,25.0,4.3607118412,4.21599453178,4.24196855776,4.56322624744,4.15458276334,4.65550239234,7.1799933671,7.96273114203,444.0
162-02 HILLSIDE AVENUE,28.0,28Q338,Q,4.0,QUEENS,,28,"09,10,11,12,SE",Q338,1.0,Mark Melkonian,718-657-3920,SATELLITE ACADEMY HS AT JAMAICA LEARNING CENTER,High school,NY,11432,POINT (-73.79956949010231 40.70826500715695),40.7082650072,-73.7995694901,24.0,25.0,25.0,4.3607118412,4.21599453178,4.24196855776,4.56322624744,4.15458276334,4.65550239234,7.1799933671,7.96273114203,175.0
132-55 RIDGEDALE STREET,29.0,29Q327,Q,4.0,QUEENS,,29,"06,SE",Q327,1.0,KENYATTE REID,718 935-4461,EAGLE ACADEMY FOR YOUNG MEN III,Secondary School,NY,11413,POINT (-73.75297416418265 40.68217749122653),40.6821774912,-73.7529741642,25.0,26.0,26.0,4.44911690496,4.25356842989,4.28991596639,4.69495798319,4.21596638655,4.72268907563,8.61909274054,8.56385868669,493.0
34-20 94TH STREET,30.0,30Q280,Q,4.0,JACKSON HEIGHTS,718-424-9093,30,"0K,SE",Q280,1.0,Lenia Matias,718-424-9031,P.S. 280,Elementary,NY,11372,POINT (-73.87383188893212 40.75334568042697),40.7533456804,-73.8738318889,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,706.0
211 DANIEL LOW TERRACE,31.0,31R074,R,5.0,STATEN ISLAND,TBD,31,"PK,0K,01,SE",R074,1.0,Nicole Reidchristopher,718 935-4465,P.S. 74  FUTURE LEADERS ELEMENTARY SCHOOL,Elementary,NY,10301,POINT (-74.07945564750366 40.63883238118562),40.6388323812,-74.0794556475,31.0,32.0,32.0,4.38188976378,4.17322834646,4.21391076115,4.64435695538,4.00395256917,4.74375821288,7.1168807484,5.95867862413,312.0
1458 YORK AVENUE,2.0,02M267,M,1.0,MANHATTAN,917-432-5419,2,"0K,SE",M267,1.0,"MCEVOY, MEDEA",917-432-5413,P.S. 267,Elementary,NY,10075,POINT (-73.95096389382732 40.77018999450048),40.7701899945,-73.9509638938,27.0,28.0,28.0,4.40794223827,4.12623985573,4.23153153153,4.62488728584,4.09123757904,4.68169522092,7.08787546225,6.6144788219,365.0
198 FORSYTH STREET,1.0,01M458,M,1.0,MANHATTAN,TBD,1,"09,10,11,12",M458,1.0,Ingrid Roberts Haynes,212-677-8900,SATELLITE ACADEMY HS AT FORSYTHE STREET,High school,NY,10002,POINT (-73.99046854924178 40.72241514884341),40.7224151488,-73.9904685492,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,215.0
111 EAST  33 STREET,2.0,02M432,M,1.0,NEW YORK,212-696-2498,2,"09,11,12,SE",M432,1.0,Anita Manninen Felix,212-696-0195,MURRAY HILL ACADEMY,High school,NY,10016,POINT (-73.98118229372187 40.74650392674877),40.7465039267,-73.9811822937,27.0,28.0,28.0,4.40794223827,4.12623985573,4.23153153153,4.62488728584,4.09123757904,4.68169522092,7.08787546225,6.6144788219,290.0
475 EAST   57 STREET,84.0,84K797,K,3.0,BROOKLYN,,18,"0K,01,02",K797,2.0,Kellie McLaurin,718-337-8303,New Hope Academy Charter School,Elementary,NY,11203,POINT (-73.92237351524325 40.64373092622569),40.6437309262,-73.9223735152,10.0,11.0,11.0,4.42335766423,4.04094631483,4.23406193078,4.60746812386,4.00818926297,4.64539653601,6.41496610377,6.53152013594,382.0
311 WEST 120TH STREET,84.0,84M483,M,1.0,NEW YORK,212-666-4138,3,"0K,01,02",M483,2.0,Katrine Watkins,212-666-4134,New York French American Charter School,K-12 all grades,NY,10027,POINT (-73.95424724353151 40.80749840543556),40.8074984054,-73.9542472435,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,248.0
129 WEST  67 STREET,3.0,03M859,,1.0,MANHATTAN,212-501-3339,3,"0K,01,02,03,04,05,06,07,08",M859,1.0,KATHERINE BANUCCI-SMITH,212-501-3318,Special Music School,K-8,NY,10023,POINT (-73.9829763615837 40.77525617476572),40.7752561748,-73.9829763616,18.0,19.0,19.0,4.27552275523,4.20541205412,4.15129151292,4.53078817734,3.93849938499,4.65270935961,5.7922663465,3.85069142249,277.0
160 BEACH  29 STREET,75.0,75Q256,Q,4.0,QUEENS,516-921-4045,27,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",Q256,1.0,OSWALDO ROMAN,516-921-0450,P.S. Q256,K-12 all grades,NY,11691,POINT (-73.76158055890728 40.59452656196633),40.594526562,-73.7615805589,26.0,27.0,27.0,4.51333872272,4.2253634895,4.35084882781,4.72940226171,4.24575586095,4.80371567044,9.39677054762,9.47083011807,501.0
35-12 35TH AVENUE,30.0,30Q501 ,Q,4.0,QUEENS,718-361-9995,30,"09,10,11,12",Q501,1.0,DONNA FINN,718-361-9920,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,High school,NY,11106,POINT (-73.92500345252272 40.75630321189786),40.7563032119,-73.9250034525,19.0,20.0,20.0,4.57111111111,4.11168639053,4.30029585799,4.73076923077,4.23281596452,4.78518518519,8.94092832017,9.86218286067,828.0
331 EAST 91ST STREET,2.0,02M114 ,M,1.0,NEW YORK,212-360-0121,2,"06,07,08,SE",M114,1.0,DAVID GETZ,212-360-0114,EAST SIDE MIDDLE SCHOOL,Junior High-Intermediate-Middle,NY,10128,POINT (-73.9473740952977 40.78039605433143),40.7803960543,-73.9473740953,27.0,28.0,28.0,4.40794223827,4.12623985573,4.23153153153,4.62488728584,4.09123757904,4.68169522092,7.08787546225,6.6144788219,441.0
250 WEST HOUSTON STREET,75.0,75M721 ,M,1.0,MANHATTAN,212-255-3227,2,"09,10,11,12,SE",M721,1.0,Antoinette Bello,212-675-7926,P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER,High school,NY,10014,POINT (-74.00612794753656 40.72909462319952),40.7290946232,-74.0061279475,28.0,29.0,29.0,4.28419182948,4.19005328597,4.20266666667,4.57866666667,4.02133333333,4.68950177936,6.47649587185,5.58509375742,178.0
61-02 98 STREET,28.0,28Q206 ,Q,4.0,QUEENS,718-271-7011,28,"PK,0K,01,02,03,04,05,SE",Q206,1.0,NICHOLAS BOLOGNA,718-592-0300,P.S. 206 HORACE HARDING,Elementary,NY,11374,POINT (-73.86081405646637 40.73417208476612),40.7341720848,-73.8608140565,22.0,23.0,23.0,4.42921601805,4.10333145116,4.19480519481,4.63846587704,4.1467268623,4.71065989848,7.2556256364,7.52555986699,589.0
26 BROADWAY,2.0,02M896 ,M,1.0,NEW YORK,646-826-8101,2,"06,07,08,SE",M896,1.0,KELLY MCGUIRE,646-826-8100,GREENWICH VILLAGE,Junior High-Intermediate-Middle,NY,10004,POINT (-74.01297213357587 40.70523309886868),40.7052330989,-74.0129721336,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,388.0
207 West 133rd Street,84.0,84M350,M,1.0,New York,212-283-4202,5,"06,07,08,09,10,SE",M350,2.0,Lisa Friscia/Elizabeth Raji,212-281-1248,DEMOCRACY PREP CHARTER SCHOOL,Secondary School,NY,10030,POINT (-73.94508086269109 40.81443796603792),40.814437966,-73.9450808627,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,720.0
55 BATTERY PLACE,2.0,02M276 ,M,1.0,NEW YORK,NULL,2,"PK,0K,01,02,06,SE",M276,1.0,THERESA RUYTER,212-266-5800,BATTERY PARK CITY SCHOOL,Early Childhood,NY,10001,POINT (-74.01763065262497 40.70625609808489),40.7062560981,-74.0176306526,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,872.0
78-23 87TH STREET,24.0,24Q113 ,Q,4.0,QUEENS,718-805-0737,24,"PK,0K,01,02,03,04,05,06,07,SE",Q113,1.0,ANTHONY PRANZO,718-847-0724,P.S. 113 ISAAC CHAUNCEY,Junior High-Intermediate-Middle,NY,11385,POINT (-73.86187033377684 40.70512247978049),40.7051224798,-73.8618703338,22.0,23.0,23.0,4.42921601805,4.10333145116,4.19480519481,4.63846587704,4.1467268623,4.71065989848,7.2556256364,7.52555986699,948.0
153-33 SANFORD AVENUE,25.0,25Q022 ,Q,4.0,QUEENS,718-358-1260,25,"PK,0K,01,02,03,04,05,SE",Q022,1.0,PRISCILLA MILITO,718-762-4141,P.S. 022 THOMAS JEFFERSON,Elementary,NY,11355,POINT (-73.81102503186983 40.76169202078968),40.7616920208,-73.8110250319,21.0,22.0,22.0,4.54017857143,4.08630952381,4.25843253968,4.69097222222,4.1776674938,4.75186104218,8.19164556358,9.5995999891,853.0
166-01 116 AVENUE,28.0,28Q140 ,Q,4.0,QUEENS,718-526-1051,28,"PK,0K,01,02,03,04,05,06,SE",Q140,1.0,David Norment,718-657-4760,P.S. 140 EDWARD K ELLINGTON,Elementary,NY,11434,POINT (-73.78106157792145 40.68710760518996),40.6871076052,-73.7810615779,24.0,25.0,25.0,4.3607118412,4.21599453178,4.24196855776,4.56322624744,4.15458276334,4.65550239234,7.1799933671,7.96273114203,521.0
1300 GREENE AVENUE,84.0,84K538,K,2.0,BROOKLYN,718-453-0428,32,"0K,01,02,03,04,05,06,07,08",K538,2.0,Amy D'Angelo,718-453-0425,ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL,K-12 all grades,NY,11237,POINT (-73.91919809138592 40.69788712683654),40.6978871268,-73.9191980914,14.0,15.0,15.0,4.23070469799,3.93718592965,4.02181208054,4.53227158424,3.80637049455,4.5788590604,3.61574589668,0.941989999715,1064.0
625 WEST 133 STREET,84.0,84X704,X,2.0,MANHATTAN,718-585-7982,5,"0K,01,05,06,07,08,09,10,SE",X704,2.0,Carolyn Petruzziello/Steve*,718-665-3555,KIPP ACADEMY CHARTER SCHOOL,K-12 all grades,NY,10027,POINT (-73.95666624230419 40.82003756478947),40.8200375648,-73.9566662423,15.0,16.0,16.0,4.266367713,4.18287243533,4.16607142857,4.51739518287,3.88025022341,4.63571428571,5.42550940782,4.74284801923,1109.0
16 CLARKSON STREET,2.0,02M560 ,M,1.0,MANHATTAN,212-337-6875,2,"10,11,12",M560,1.0,Alan Cheng,212-337-6800,HIGH SCHOOL M560 - CITY AS SCHOOL,High school,NY,10014,POINT (-74.00590069612284 40.72923440751183),40.7292344075,-74.0059006961,28.0,29.0,29.0,4.28419182948,4.19005328597,4.20266666667,4.57866666667,4.02133333333,4.68950177936,6.47649587185,5.58509375742,612.0
5105 Fort Hamilton Parkway,20.0,20K160 ,K,2.0,BROOKLYN,718-871-7920,20,"PK,0K,01,02,03,04,05,SE",K160,1.0,MARGARET RUSSO,718-438-0337,P.S. 160 WILLIAM T. SAMPSON,Elementary,NY,11219,POINT (-73.99905629880591 40.63695100795945),40.636951008,-73.9990562988,9.0,10.0,10.0,4.34991974318,4.20224719101,4.19422150883,4.56982343499,4.06902086677,4.65008025682,6.65910094356,6.21263238185,1388.0
240 WEST 113 STREET,84.0,84M386,M,1.0,MANHATTAN,646-478-9493,3,"0K,01,02,03,SE",M386,2.0,Danique Loving,646-442-6500,HARLEM SUCCESS ACADEMY 4 CHARTER SCHOOL,Elementary,NY,10026,POINT (-73.95519185762348 40.80160635929408),40.8016063593,-73.9551918576,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,611.0
512 W 182ND ST,6.0,06M346 ,M,1.0,MANHATTAN,212-928-1716,6,"06,07,08,09,10,11,SE",M346,1.0,Stephania Vu,212-568-3401,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,Secondary School,NY,10033,POINT (-73.93302907626129 40.85080379818979),40.8508037982,-73.9330290763,15.0,16.0,16.0,4.266367713,4.18287243533,4.16607142857,4.51739518287,3.88025022341,4.63571428571,5.42550940782,4.74284801923,645.0
100 WEST  84 STREET,3.0,03M243 ,M,1.0,MANHATTAN,212-579-9728,3,"05,06,07,08,SE",M243,1.0,ELAINE SCHWARTZ,212-799-1477,M.S. 243 CENTER SCHOOL,Junior High-Intermediate-Middle,NY,10024,POINT (-73.97384293393264 40.78497100339061),40.7849710034,-73.9738429339,18.0,19.0,19.0,4.27552275523,4.20541205412,4.15129151292,4.53078817734,3.93849938499,4.65270935961,5.7922663465,3.85069142249,236.0
100 ESSEX DRIVE,31.0,31R064 ,R,5.0,STATEN ISLAND,718-370-6960,31,"09,10,11,SE",R064,1.0,TRACI FREY,718-370-6950,MCCOWN EXPEDITIONARY LEARNING SCHOOL,High school,NY,10314,POINT (-74.15895979970787 40.58197254712088),40.5819725471,-74.1589597997,32.0,33.0,33.0,4.39759036145,4.20467422096,4.21939136589,4.65864022663,4.06024096386,4.71600566572,7.37718395694,7.13405244539,450.0
100 ESSEX DRIVE,31.0,31R063 ,R,5.0,STATEN ISLAND,718-370-6860,31,"06,07,08,SE",R063,1.0,Jessica Jenkins-Milona,718-370-6850,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,Junior High-Intermediate-Middle,NY,10314,POINT (-74.15924634214304 40.58168014957887),40.5816801496,-74.1592463421,32.0,33.0,33.0,4.39759036145,4.20467422096,4.21939136589,4.65864022663,4.06024096386,4.71600566572,7.37718395694,7.13405244539,443.0
100 ESSEX DRIVE,31.0,31R047 ,R,5.0,STATEN ISLAND,718-370-6915,31,"09,10,11,12,SE",R047,1.0,Joseph Canale,718-370-6900,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,High school,NY,10314,POINT (-74.1586541744819 40.58229416892101),40.5822941689,-74.1586541745,32.0,33.0,33.0,4.39759036145,4.20467422096,4.21939136589,4.65864022663,4.06024096386,4.71600566572,7.37718395694,7.13405244539,495.0
30-20 THOMSON AVENUE,24.0,24Q299 ,Q,4.0,QUEENS,718-361-6742,24,"09,10,11,12",Q299,1.0,VALERI THOMSON,718-361-3133,BARD HIGH SCHOOL EARLY COLLEGE II,High school,NY,11101,POINT (-73.93686420229501 40.7448499527127),40.7448499527,-73.9368642023,19.0,20.0,20.0,4.57111111111,4.11168639053,4.30029585799,4.73076923077,4.23281596452,4.78518518519,8.94092832017,9.86218286067,600.0
93-01 NORTHERN BLVD,30.0,30Q228 ,Q,4.0,QUEENS,718-899-7323,30,"PK,0K,01,02,SE",Q228,1.0,OLGA GUZMAN,718-899-5799,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL OF THE ARTS,Early Childhood,NY,11372,POINT (-73.87489301084845 40.75693699492178),40.7569369949,-73.8748930108,20.0,21.0,21.0,4.60625,4.19049604002,4.34277384423,4.75958333333,4.34014172572,4.81533972489,10.0,9.73224499419,329.0
2365 WATERBURY AVE,11.0,11X194 ,X,2.0,BRONX,718-892-2495,11,"0K,01,02,03,04,05,06,07,08,SE",X194,1.0,Rosa Sifuentes-Rosado,718-892-5270,PS/MS  194,K-8,NY,10462,POINT (-73.84602054043285 40.83511660257131),40.8351166026,-73.8460205404,3.0,4.0,4.0,4.33749025721,4.21996879875,4.21901792673,4.59236165238,4.04754481684,4.6539360873,6.77580488529,5.5515818544,1363.0
2351 1ST AVENUE,4.0,04M409 ,M,1.0,MANHATTAN,212-831-5951,2,"09,10,11,12,SE",M409,1.0,Sheldon Young,212-831-5153,COALITION SCHOOL FOR SOCIAL CHANGE,High school,NY,10035,POINT (-73.93371086356292 40.79896656962973),40.7989665696,-73.9337108636,17.0,18.0,18.0,4.40220152413,4.27157360406,4.2538071066,4.63028764805,3.97800338409,4.70642978003,7.33865467356,7.8150569394,232.0
240 CONVENT AVE,5.0,05M692 ,M,1.0,NEW YORK,212-281-6918,5,"09,10,11,12",M692,1.0,WILLIAM DUGAN,212-281-6490,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERI",High school,NY,10031,POINT (-73.94888703659734 40.82143674482211),40.8214367448,-73.9488870366,15.0,16.0,16.0,4.266367713,4.18287243533,4.16607142857,4.51739518287,3.88025022341,4.63571428571,5.42550940782,4.74284801923,475.0
105 JOHNSON STREET,13.0,13K605 ,K,2.0,BROOKLYN,718-596-9434,13,"09,10,11,12,SE",K605,1.0,JANINE KIERAN,718-625-6130,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,High school,NY,11201,POINT (-73.98560637682967 40.69517821959549),40.6951782196,-73.9856063768,5.0,6.0,6.0,4.32936507937,3.98543046358,4.09788359788,4.56821192053,4.0,4.63612217795,5.30194273408,3.9833051145,619.0
400 EAST FORDHAM ROAD,10.0,10X228 ,X,2.0,BRONX,718-365-3892,10,"06,07,08,SE",X228,1.0,DONALDA CHUMNEY,718-365-2502,JONAS BRONCK ACADEMY,Junior High-Intermediate-Middle,NY,10458,POINT (-73.89131747565413 40.8612590662859),40.8612590663,-73.8913174757,2.0,3.0,3.0,4.21193771626,4.18961038961,4.09083044983,4.48051948052,3.84761904762,4.59515570934,4.65086825766,2.61909560484,264.0
149 EAST MOSHOLU PARKWAY NORTH,10.0,10X080 ,X,2.0,BRONX,718-405-6324,10,"06,07,08,SE",X080,1.0,Lovey Mazique-Rivera,718-405-6300,J.H.S. 080 THE MOSHOLU PARKWAY,Junior High-Intermediate-Middle,NY,10467,POINT (-73.88137249283264 40.87670331048317),40.8767033105,-73.8813724928,2.0,3.0,3.0,4.21193771626,4.18961038961,4.09083044983,4.48051948052,3.84761904762,4.59515570934,4.65086825766,2.61909560484,636.0
111-11 ROCKAWAY BEACH BOULEVARD,84.0,84Q170,Q,4.0,QUEENS,718-318-4561,27,"0K,01,02,03,04,05",Q170,2.0,Ericka K. Wala,347-403-9231,PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL,Elementary,NY,11694,POINT (-73.83288770932444 40.58025844521008),40.5802584452,-73.8328877093,26.0,27.0,27.0,4.51333872272,4.2253634895,4.35084882781,4.72940226171,4.24575586095,4.80371567044,9.39677054762,9.47083011807,311.0
550 SHORT AVENUE,2.0,02M551,M,1.0,NEW YORK,212-458-0801,2,"09,10,11,12,SE",M551,1.0,Nathan Dudley,212-458-0800,NEW YORK HARBOR SCHOOL,High school,NY,10004,POINT (-74.02049679201015 40.69080583223773),40.6908058322,-74.020496792,29.0,30.0,30.0,4.38689547582,4.40763834762,4.39018691589,4.65109034268,4.03669008587,4.72890625,8.52762649546,7.41048554162,422.0
730 CONCOURSE VILLAGE WEST,7.0,07X527 ,X,2.0,BRONX,718-292-2355,7,"09,10,11,12,SE",X527,1.0,KATHERINE CALLAGHAN,718-292-7171,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,High school,NY,10451,POINT (-73.92383755305647 40.82184217096729),40.821842171,-73.9238375531,33.0,34.0,34.0,4.48556149733,4.15865384615,4.30293333333,4.72266666667,4.24693333333,4.7856,8.86954244828,8.25758549935,504.0
500 EAST FORDHAM ROAD,10.0,10X374 ,X,2.0,BRONX,718-933-1568,10,"09,10,11,12,SE",X374,1.0,PANOREA PANAGIOSOULIS,718-933-1247,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,High school,NY,10458,POINT (-73.88840450463323 40.85971749846085),40.8597174985,-73.8884045046,2.0,3.0,3.0,4.21193771626,4.18961038961,4.09083044983,4.48051948052,3.84761904762,4.59515570934,4.65086825766,2.61909560484,499.0
111 EAST  33 STREET,2.0,02M427,M,1.0,MANHATTAN,TBD,2,"09,SE",M427,1.0,Siv Boletsis,718 935-4087,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,High school,NY,10016,POINT (-73.98090672219628 40.74640826815359),40.7464082682,-73.9809067222,27.0,28.0,28.0,4.40794223827,4.12623985573,4.23153153153,4.62488728584,4.09123757904,4.68169522092,7.08787546225,6.6144788219,288.0
425 WEST 123 STREET,84.0,84M726,M,1.0,MANHATTAN,212-666-4723,5,"05,06,07,08,09,10,SE",M726,2.0,Orpheus Williams/Natalie W*,212-991-2650,KIPP S.T.A.R. COLLEGE PREPARATORY,Secondary School,NY,10027,POINT (-73.95626915838368 40.81082520156635),40.8108252016,-73.9562691584,16.0,17.0,17.0,4.33052631579,4.16280701754,4.18653576438,4.50070126227,3.99368863955,4.59915907498,5.78252448947,5.50961543754,722.0
